cluster,depth,startdate,type,sequence,seqdep,phase
11,8.0,2013-02-07,E,E11,E11,3
11,10.0,2013-02-07,E,E11,E11,3
11,15.9,2013-02-08,E,E11,E11,3
11,21.0,2013-02-08,E,E11,E11,3
11,15.6,2013-02-09,E,E11,E11,3
14,145.0,2013-02-09,E,E14,E14D,3
11,11.0,2013-02-10,E,E11,E11,3
1,,2013-02-13,V,V1,V1,0
7,9.9,2013-02-14,E,E7,E7,0
6,105.0,2013-02-16,E,E6,E6D,0
10,,2013-02-16,V,V10,V10,0
7,,2013-02-16,V,V7,V7,0
10,,2013-02-21,V,V10,V10,1
3,585.8,2013-02-22,E,E3,E3DD,1
7,41.0,2013-02-28,E,E7,E7,2
7,40.9,2013-03-01,E,E7,E7,2
7,29.0,2013-03-01,E,E7,E7,2
14,,2013-03-05,V,V14,V14,2
11,28.9,2013-03-10,E,E11,E11,3
11,10.0,2013-03-24,E,E11,E11,1
14,189.0,2013-03-25,E,E14,E14D,1
7,20.89,2013-04-01,E,E7,E7,2
3,,2013-04-02,V,V3,V3,2
7,561.9,2013-04-05,E,E7,E7DD,3
6,66.0,2013-04-06,E,E6,E6,3
13,10.0,2013-04-09,E,E13,E13,3
11,280.2,2013-04-13,E,E11,E11D,0
11,31.0,2013-04-14,E,E11,E11,0
13,82.0,2013-04-16,E,E13,E13D,0
6,13.0,2013-04-16,E,E6,E6,0
7,112.2,2013-04-19,E,E7,E7D,1
7,20.0,2013-04-19,E,E7,E7,1
7,18.0,2013-04-20,E,E7,E7,1
8,14.0,2013-04-20,E,E8,E8,1
7,421.9,2013-04-21,E,E7,E7DD,1
0,30.0,2013-04-22,E,E0,E0,1
11,23.3,2013-04-23,E,E11,E11,1
11,351.0,2013-04-26,E,E11,E11DD,1
11,349.02,2013-04-26,E,E11,E11DD,1
11,70.1,2013-05-07,E,E11,E11D,3
8,,2013-05-07,V,V8,V8,3
11,212.2,2013-05-11,E,E11,E11D,0
13,15.0,2013-05-11,E,E13,E13,0
5,,2013-05-13,V,V5,V5,0
1,602.3,2013-05-14,E,E1,E1DD,0
7,39.0,2013-05-18,E,E7,E7,0
3,10.0,2013-05-20,E,E3,E3,1
7,15.1,2013-05-21,E,E7,E7,1
7,36.7,2013-05-21,E,E7,E7,1
14,,2013-05-21,V,V14,V14,1
11,171.4,2013-05-23,E,E11,E11D,1
11,149.1,2013-05-23,E,E11,E11D,1
7,608.9,2013-05-24,E,E7,E7DD,1
7,623.0,2013-05-24,E,E7,E7DD,1
8,17.0,2013-06-02,E,E8,E8,2
8,,2013-06-04,V,V8,V8,3
11,39.0,2013-06-05,E,E11,E11,3
14,,2013-06-07,V,V14,V14,3
7,,2013-06-11,V,V7,V7,0
10,8.6,2013-06-13,E,E10,E10,0
5,,2013-06-13,V,V5,V5,0
11,195.0,2013-06-15,E,E11,E11D,0
14,35.81,2013-06-15,E,E14,E14,0
9,10.0,2013-06-15,E,E9,E9,0
9,26.0,2013-06-16,E,E9,E9,0
14,10.0,2013-06-24,E,E14,E14,1
10,10.0,2013-07-02,E,E10,E10,2
11,72.0,2013-07-04,E,E11,E11D,3
3,,2013-07-04,V,V3,V3,3
10,19.7,2013-07-06,E,E10,E10,3
11,62.03,2013-07-07,E,E11,E11,3
11,386.25,2013-07-07,E,E11,E11DD,3
11,,2013-07-08,V,V11,V11,3
3,30.98,2013-07-15,E,E3,E3,0
11,44.25,2013-07-16,E,E11,E11,0
3,6.59,2013-07-17,E,E3,E3,1
11,14.0,2013-07-21,E,E11,E11,1
2,10.0,2013-07-22,E,E2,E2,1
3,,2013-07-25,V,V3,V3,2
11,132.61,2013-07-26,E,E11,E11D,2
3,10.04,2013-07-26,E,E3,E3,2
11,31.65,2013-08-01,E,E11,E11,2
11,325.19,2013-08-12,E,E11,E11DD,0
14,10.0,2013-08-12,E,E14,E14,0
6,95.0,2013-08-12,E,E6,E6D,0
14,12.0,2013-08-13,E,E14,E14,0
7,,2013-08-15,V,V7,V7,1
11,8.2,2013-08-16,E,E11,E11,1
2,10.0,2013-08-17,E,E2,E2,1
6,,2013-08-20,V,V6,V6,1
0,21.0,2013-08-21,E,E0,E0,1
11,488.61,2013-08-28,E,E11,E11DD,2
5,33.53,2013-08-30,E,E5,E5,2
6,112.0,2013-09-01,E,E6,E6D,3
5,2.73,2013-09-03,E,E5,E5,3
9,,2013-09-03,V,V9,V9,3
5,9.92,2013-09-04,E,E5,E5,3
5,20.0,2013-09-04,E,E5,E5,3
5,17.0,2013-09-04,E,E5,E5,3
7,402.0,2013-09-04,E,E7,E7DD,3
14,10.0,2013-09-05,E,E14,E14,3
14,66.0,2013-09-07,E,E14,E14,0
4,10.52,2013-09-11,E,E4,E4,0
5,24.02,2013-09-15,E,E5,E5,1
10,,2013-09-15,V,V10,V10,1
6,549.92,2013-09-21,E,E6,E6DD,1
13,15.0,2013-09-24,E,E13,E13,2
3,40.0,2013-09-25,E,E3,E3,2
13,12.0,2013-09-28,E,E13,E13,2
13,,2013-09-28,V,V13,V13,2
11,41.54,2013-09-30,E,E11,E11,3
7,580.21,2013-10-01,E,E7,E7DD,3
2,12.72,2013-10-04,E,E2,E2,3
10,,2013-10-05,V,V10,V10,3
1,104.0,2013-10-06,E,E1,E1D,0
4,10.28,2013-10-06,E,E4,E4,0
11,151.0,2013-10-11,E,E11,E11D,0
14,63.0,2013-10-12,E,E14,E14,0
9,40.0,2013-10-12,E,E9,E9,0
10,,2013-10-12,V,V10,V10,0
6,22.76,2013-10-15,E,E6,E6,1
11,35.0,2013-10-16,E,E11,E11,1
0,9.45,2013-10-19,E,E0,E0,1
7,,2013-10-23,V,V7,V7,2
3,26.09,2013-10-24,E,E3,E3,2
7,25.67,2013-10-25,E,E7,E7,2
11,9.97,2013-10-29,E,E11,E11,2
3,17.87,2013-10-30,E,E3,E3,3
3,29.0,2013-10-31,E,E3,E3,3
8,12.0,2013-10-31,E,E8,E8,3
11,10.05,2013-11-02,E,E11,E11,3
4,9.96,2013-11-02,E,E4,E4,3
7,43.0,2013-11-12,E,E7,E7,1
3,11.07,2013-11-13,E,E3,E3,1
3,9.97,2013-11-16,E,E3,E3,1
3,10.0,2013-11-17,E,E3,E3,1
10,,2013-11-18,V,V10,V10,1
1,511.0,2013-11-19,E,E1,E1DD,1
6,59.77,2013-11-19,E,E6,E6,1
1,,2013-11-20,V,V1,V1,2
11,371.0,2013-11-23,E,E11,E11DD,2
3,10.0,2013-11-25,E,E3,E3,2
10,20.0,2013-12-01,E,E10,E10,3
6,9.96,2013-12-01,E,E6,E6,3
7,28.0,2013-12-08,E,E7,E7,0
1,9.0,2013-12-17,E,E1,E1,1
5,,2013-12-28,V,V5,V5,3
14,,2013-12-29,V,V14,V14,3
11,187.0,2014-01-01,E,E11,E11D,3
6,,2014-01-04,V,V6,V6,0
14,20.0,2014-01-13,E,E14,E14,1
8,,2014-01-13,V,V8,V8,1
11,28.0,2014-01-20,E,E11,E11,2
10,66.0,2014-01-25,E,E10,E10,2
9,12.44,2014-01-26,E,E9,E9,3
11,,2014-01-29,V,V11,V11,3
3,129.97,2014-02-01,E,E3,E3D,0
11,44.26,2014-02-02,E,E11,E11,0
9,5.0,2014-02-03,E,E9,E9,0
10,,2014-02-03,V,V10,V10,0
14,,2014-02-04,V,V14,V14,0
11,122.0,2014-02-07,E,E11,E11D,0
5,,2014-02-07,V,V5,V5,0
11,41.8,2014-02-09,E,E11,E11,1
6,,2014-02-09,V,V6,V6,1
13,10.0,2014-02-12,E,E13,E13,1
10,,2014-02-13,V,V10,V10,1
14,14.83,2014-02-18,E,E14,E14,2
5,265.0,2014-02-26,E,E5,E5D,3
14,20.53,2014-03-02,E,E14,E14,0
14,60.0,2014-03-02,E,E14,E14,0
8,119.0,2014-03-02,E,E8,E8D,0
11,638.0,2014-03-05,E,E11,E11DD,0
10,,2014-03-08,V,V10,V10,0
10,,2014-03-09,V,V10,V10,0
0,16.44,2014-03-10,E,E0,E0,1
11,7.0,2014-03-11,E,E11,E11,1
3,10.0,2014-03-11,E,E3,E3,1
7,79.0,2014-03-13,E,E7,E7D,1
14,29.0,2014-03-15,E,E14,E14,1
3,20.0,2014-03-15,E,E3,E3,1
3,20.0,2014-03-16,E,E3,E3,1
3,21.0,2014-03-17,E,E3,E3,1
10,10.0,2014-03-21,E,E10,E10,2
3,20.0,2014-03-22,E,E3,E3,2
3,21.0,2014-03-23,E,E3,E3,2
11,493.09,2014-03-26,E,E11,E11DD,3
11,,2014-03-26,V,V11,V11,3
10,,2014-03-31,V,V10,V10,0
3,25.0,2014-04-01,E,E3,E3,0
3,28.42,2014-04-01,E,E3,E3,0
14,25.0,2014-04-02,E,E14,E14,0
3,25.0,2014-04-03,E,E3,E3,0
3,35.0,2014-04-03,E,E3,E3,0
3,23.57,2014-04-03,E,E3,E3,0
11,57.0,2014-04-04,E,E11,E11,0
3,9.83,2014-04-04,E,E3,E3,0
14,13.0,2014-04-10,E,E14,E14,1
11,55.78,2014-04-11,E,E11,E11,1
11,20.0,2014-04-11,E,E11,E11,1
14,135.0,2014-04-11,E,E14,E14D,1
3,13.13,2014-04-11,E,E3,E3,1
11,22.56,2014-04-12,E,E11,E11,1
11,20.0,2014-04-12,E,E11,E11,1
11,38.4,2014-04-13,E,E11,E11,1
11,10.0,2014-04-13,E,E11,E11,1
2,11.74,2014-04-15,E,E2,E2,1
11,20.56,2014-04-17,E,E11,E11,2
0,24.0,2014-04-18,E,E0,E0,2
11,10.0,2014-04-18,E,E11,E11,2
11,30.87,2014-04-19,E,E11,E11,2
11,23.34,2014-04-19,E,E11,E11,2
11,20.0,2014-04-20,E,E11,E11,2
5,11.4,2014-04-24,E,E5,E5,3
1,,2014-04-24,V,V1,V1,3
11,45.0,2014-04-26,E,E11,E11,3
11,106.0,2014-05-01,E,E11,E11D,0
11,527.0,2014-05-04,E,E11,E11DD,0
11,634.21,2014-05-04,E,E11,E11DD,0
7,153.0,2014-05-04,E,E7,E7D,0
8,6.0,2014-05-05,E,E8,E8,0
4,16.83,2014-05-06,E,E4,E4,0
11,10.0,2014-05-07,E,E11,E11,0
0,17.09,2014-05-08,E,E0,E0,1
0,23.0,2014-05-10,E,E0,E0,1
4,10.47,2014-05-12,E,E4,E4,1
14,10.0,2014-05-13,E,E14,E14,1
1,10.0,2014-05-14,E,E1,E1,1
1,11.0,2014-05-15,E,E1,E1,1
6,15.46,2014-05-15,E,E6,E6,1
10,35.0,2014-05-18,E,E10,E10,2
10,47.23,2014-05-21,E,E10,E10,2
9,6.43,2014-05-24,E,E9,E9,3
6,,2014-05-30,V,V6,V6,0
9,,2014-05-30,V,V9,V9,0
0,5.0,2014-05-31,E,E0,E0,0
5,,2014-05-31,V,V5,V5,0
7,,2014-06-06,V,V7,V7,1
6,,2014-06-08,V,V6,V6,1
10,4.0,2014-06-14,E,E10,E10,2
11,36.0,2014-06-19,E,E11,E11,2
2,,2014-06-21,V,V2,V2,2
11,20.0,2014-06-23,E,E11,E11,3
11,10.0,2014-06-23,E,E11,E11,3
11,26.59,2014-06-23,E,E11,E11,3
5,109.0,2014-06-23,E,E5,E5D,3
5,102.85,2014-06-23,E,E5,E5D,3
5,101.88,2014-06-23,E,E5,E5D,3
5,106.6,2014-06-23,E,E5,E5D,3
5,4.0,2014-06-24,E,E5,E5,3
1,48.0,2014-06-29,E,E1,E1,0
11,9.0,2014-06-29,E,E11,E11,0
11,18.0,2014-06-29,E,E11,E11,0
3,8.0,2014-06-29,E,E3,E3,0
3,10.0,2014-06-29,E,E3,E3,0
1,511.0,2014-06-30,E,E1,E1DD,0
11,10.0,2014-07-02,E,E11,E11,0
11,35.0,2014-07-03,E,E11,E11,0
11,20.0,2014-07-04,E,E11,E11,0
3,,2014-07-04,V,V3,V3,0
10,20.0,2014-07-05,E,E10,E10,0
14,53.0,2014-07-07,E,E14,E14,1
11,,2014-07-07,V,V11,V11,1
11,110.24,2014-07-08,E,E11,E11D,1
7,20.0,2014-07-11,E,E7,E7,1
6,20.0,2014-07-14,E,E6,E6,2
5,10.0,2014-07-17,E,E5,E5,2
11,227.27,2014-07-19,E,E11,E11D,2
13,10.0,2014-07-19,E,E13,E13,2
7,61.0,2014-07-20,E,E7,E7,2
11,615.42,2014-07-21,E,E11,E11DD,2
5,10.0,2014-07-25,E,E5,E5,3
14,10.0,2014-07-27,E,E14,E14,0
0,107.0,2014-07-29,E,E0,E0D,0
11,9.77,2014-07-29,E,E11,E11,0
11,13.0,2014-08-03,E,E11,E11,0
8,12.0,2014-08-03,E,E8,E8,0
8,,2014-08-03,V,V8,V8,0
6,10.0,2014-08-06,E,E6,E6,1
7,41.0,2014-08-10,E,E7,E7,1
3,,2014-08-13,V,V3,V3,2
8,,2014-08-13,V,V8,V8,2
13,10.2,2014-08-18,E,E13,E13,2
13,5.0,2014-08-18,E,E13,E13,2
3,32.0,2014-08-23,E,E3,E3,3
0,11.12,2014-08-24,E,E0,E0,3
3,101.0,2014-08-24,E,E3,E3D,3
9,,2014-08-29,V,V9,V9,0
8,,2014-08-30,V,V8,V8,0
11,35.0,2014-09-04,E,E11,E11,1
0,17.0,2014-09-06,E,E0,E0,1
4,7.0,2014-09-06,E,E4,E4,1
11,,2014-09-06,V,V11,V11,1
6,35.0,2014-09-10,E,E6,E6,1
1,130.0,2014-09-17,E,E1,E1D,2
14,,2014-09-17,V,V14,V14,2
3,224.0,2014-09-24,E,E3,E3D,3
11,4.0,2014-09-25,E,E11,E11,0
5,108.9,2014-09-25,E,E5,E5D,0
7,,2014-09-27,V,V7,V7,0
11,42.0,2014-10-01,E,E11,E11,0
6,,2014-10-06,V,V6,V6,1
8,8.51,2014-10-07,E,E8,E8,1
0,10.0,2014-10-08,E,E0,E0,1
4,16.54,2014-10-09,E,E4,E4,1
4,10.0,2014-10-09,E,E4,E4,1
7,22.0,2014-10-11,E,E7,E7,2
14,40.0,2014-10-14,E,E14,E14,2
11,8.0,2014-10-28,E,E11,E11,0
14,,2014-10-29,V,V14,V14,0
11,434.0,2014-11-01,E,E11,E11DD,1
4,10.0,2014-11-01,E,E4,E4,1
11,10.0,2014-11-02,E,E11,E11,1
2,10.0,2014-11-03,E,E2,E2,1
11,53.19,2014-11-07,E,E11,E11,1
7,,2014-11-11,V,V7,V7,2
5,,2014-11-12,V,V5,V5,2
11,10.0,2014-11-13,E,E11,E11,2
6,45.0,2014-11-15,E,E6,E6,2
11,22.0,2014-11-16,E,E11,E11,2
2,10.0,2014-11-17,E,E2,E2,3
6,35.0,2014-11-21,E,E6,E6,3
7,9.0,2014-11-22,E,E7,E7,3
9,,2014-11-23,V,V9,V9,0
6,39.0,2014-11-26,E,E6,E6,0
6,614.0,2014-12-02,E,E6,E6DD,1
3,,2014-12-02,V,V3,V3,1
14,15.0,2014-12-06,E,E14,E14,1
6,116.0,2014-12-06,E,E6,E6D,1
11,23.0,2014-12-07,E,E11,E11,1
14,32.0,2014-12-07,E,E14,E14,1
14,20.0,2014-12-08,E,E14,E14,1
8,256.0,2014-12-10,E,E8,E8D,2
14,,2014-12-15,V,V14,V14,2
6,,2014-12-18,V,V6,V6,3
11,,2014-12-19,V,V11,V11,3
6,41.0,2014-12-21,E,E6,E6,3
6,8.0,2014-12-29,E,E6,E6,0
11,599.28,2014-12-30,E,E11,E11DD,0
7,,2015-01-01,V,V7,V7,1
6,,2015-01-06,V,V6,V6,1
14,8.0,2015-01-07,E,E14,E14,1
7,,2015-01-19,V,V7,V7,3
11,220.03,2015-01-23,E,E11,E11D,0
14,,2015-01-26,V,V14,V14,0
11,484.12,2015-01-28,E,E11,E11DD,0
11,7.08,2015-01-30,E,E11,E11,1
6,,2015-02-01,V,V6,V6,1
3,172.0,2015-02-02,E,E3,E3D,1
2,,2015-02-04,V,V2,V2,1
3,223.0,2015-02-11,E,E3,E3D,2
8,29.67,2015-02-13,E,E8,E8,2
9,16.68,2015-02-13,E,E9,E9,2
3,13.0,2015-02-16,E,E3,E3,3
7,23.0,2015-02-16,E,E7,E7,3
7,,2015-02-16,V,V7,V7,3
11,10.0,2015-02-18,E,E11,E11,3
11,10.0,2015-02-19,E,E11,E11,0
7,10.0,2015-02-20,E,E7,E7,0
7,7.0,2015-02-21,E,E7,E7,0
0,5.0,2015-02-22,E,E0,E0,0
6,550.73,2015-02-27,E,E6,E6DD,1
10,28.0,2015-03-03,E,E10,E10,1
14,,2015-03-08,V,V14,V14,2
14,155.0,2015-03-10,E,E14,E14D,2
6,31.0,2015-03-15,E,E6,E6,3
6,44.0,2015-03-17,E,E6,E6,3
3,,2015-03-17,V,V3,V3,3
3,13.0,2015-03-18,E,E3,E3,3
3,130.0,2015-03-23,E,E3,E3D,0
11,41.0,2015-03-29,E,E11,E11,1
11,11.5,2015-03-30,E,E11,E11,1
11,15.5,2015-03-30,E,E11,E11,1
14,,2015-04-06,V,V14,V14,2
11,30.0,2015-04-07,E,E11,E11,2
9,20.0,2015-04-16,E,E9,E9,3
11,10.0,2015-04-17,E,E11,E11,3
8,29.0,2015-04-20,E,E8,E8,0
8,29.0,2015-04-20,E,E8,E8,0
8,29.0,2015-04-20,E,E8,E8,0
11,72.0,2015-04-22,E,E11,E11D,0
14,,2015-04-22,V,V14,V14,0
3,,2015-04-22,V,V3,V3,0
5,,2015-04-23,V,V5,V5,0
11,52.0,2015-04-24,E,E11,E11,0
5,10.0,2015-04-24,E,E5,E5,0
13,10.0,2015-04-25,E,E13,E13,0
13,10.0,2015-04-25,E,E13,E13,0
13,15.0,2015-04-25,E,E13,E13,0
13,24.79,2015-04-26,E,E13,E13,0
11,579.35,2015-04-28,E,E11,E11DD,1
11,48.88,2015-04-30,E,E11,E11,1
11,44.0,2015-05-01,E,E11,E11,1
11,35.0,2015-05-01,E,E11,E11,1
6,,2015-05-01,V,V6,V6,1
11,24.0,2015-05-03,E,E11,E11,1
11,55.0,2015-05-05,E,E11,E11,2
11,10.0,2015-05-07,E,E11,E11,2
7,6.0,2015-05-10,E,E7,E7,2
14,,2015-05-11,V,V14,V14,2
13,15.0,2015-05-12,E,E13,E13,2
13,15.0,2015-05-12,E,E13,E13,2
7,35.0,2015-05-12,E,E7,E7,2
10,151.0,2015-05-15,E,E10,E10D,3
4,7.2,2015-05-19,E,E4,E4,0
11,203.0,2015-05-20,E,E11,E11D,0
11,11.0,2015-05-20,E,E11,E11,0
6,,2015-05-20,V,V6,V6,0
11,10.0,2015-05-22,E,E11,E11,0
11,11.24,2015-05-22,E,E11,E11,0
11,10.0,2015-05-24,E,E11,E11,0
3,10.0,2015-05-24,E,E3,E3,0
14,,2015-05-25,V,V14,V14,0
5,72.6,2015-05-29,E,E5,E5D,1
8,,2015-05-29,V,V8,V8,1
1,664.0,2015-05-30,E,E1,E1DD,1
11,10.0,2015-05-30,E,E11,E11,1
7,5.74,2015-05-30,E,E7,E7,1
6,10.0,2015-06-04,E,E6,E6,2
14,,2015-06-06,V,V14,V14,2
7,42.0,2015-06-08,E,E7,E7,2
3,124.0,2015-06-10,E,E3,E3D,2
11,48.0,2015-06-12,E,E11,E11,3
5,,2015-06-14,V,V5,V5,3
7,,2015-06-16,V,V7,V7,3
3,10.0,2015-06-17,E,E3,E3,0
3,10.0,2015-06-20,E,E3,E3,0
11,562.09,2015-06-21,E,E11,E11DD,0
1,460.0,2015-06-23,E,E1,E1DD,0
11,10.0,2015-06-25,E,E11,E11,1
7,,2015-06-29,V,V7,V7,1
11,35.0,2015-06-30,E,E11,E11,1
11,12.0,2015-07-01,E,E11,E11,1
13,20.0,2015-07-03,E,E13,E13,2
6,32.0,2015-07-03,E,E6,E6,2
7,49.0,2015-07-07,E,E7,E7,2
6,,2015-07-07,V,V6,V6,2
3,,2015-07-09,V,V3,V3,2
11,12.0,2015-07-10,E,E11,E11,2
14,17.03,2015-07-16,E,E14,E14,3
6,,2015-07-16,V,V6,V6,3
11,10.0,2015-07-18,E,E11,E11,0
14,,2015-07-23,V,V14,V14,0
5,29.0,2015-07-27,E,E5,E5,1
6,48.0,2015-07-27,E,E6,E6,1
5,119.3,2015-07-29,E,E5,E5D,1
11,269.0,2015-08-06,E,E11,E11D,2
11,22.0,2015-08-10,E,E11,E11,3
11,6.43,2015-08-12,E,E11,E11,3
2,10.0,2015-08-13,E,E2,E2,3
11,8.0,2015-08-15,E,E11,E11,0
14,,2015-08-15,V,V14,V14,0
7,,2015-08-28,V,V7,V7,1
6,,2015-08-30,V,V6,V6,1
7,8.0,2015-09-01,E,E7,E7,2
8,,2015-09-03,V,V8,V8,2
11,17.0,2015-09-07,E,E11,E11,2
5,20.0,2015-09-10,E,E5,E5,3
0,10.0,2015-09-13,E,E0,E0,3
11,6.0,2015-09-16,E,E11,E11,0
3,28.41,2015-09-16,E,E3,E3,0
3,35.0,2015-09-16,E,E3,E3,0
3,26.7,2015-09-16,E,E3,E3,0
3,19.1,2015-09-16,E,E3,E3,0
3,22.44,2015-09-16,E,E3,E3,0
6,39.47,2015-09-16,E,E6,E6,0
3,42.32,2015-09-17,E,E3,E3,0
3,27.0,2015-09-17,E,E3,E3,0
3,23.0,2015-09-17,E,E3,E3,0
14,10.0,2015-09-18,E,E14,E14,0
3,8.65,2015-09-18,E,E3,E3,0
3,18.0,2015-09-19,E,E3,E3,0
3,6.0,2015-09-19,E,E3,E3,0
3,30.0,2015-09-21,E,E3,E3,0
3,35.0,2015-09-21,E,E3,E3,0
3,63.3,2015-09-22,E,E3,E3,1
14,,2015-09-23,V,V14,V14,1
6,18.0,2015-09-24,E,E6,E6,1
3,38.07,2015-09-26,E,E3,E3,1
3,,2015-09-30,V,V3,V3,2
7,,2015-10-02,V,V7,V7,2
3,,2015-10-06,V,V3,V3,2
4,10.0,2015-10-11,E,E4,E4,3
7,12.0,2015-10-14,E,E7,E7,0
14,,2015-10-17,V,V14,V14,0
11,12.0,2015-10-18,E,E11,E11,0
11,135.0,2015-10-20,E,E11,E11D,0
2,10.0,2015-10-23,E,E2,E2,1
2,11.0,2015-10-23,E,E2,E2,1
14,,2015-10-23,V,V14,V14,1
6,,2015-10-25,V,V6,V6,1
13,212.52,2015-10-26,E,E13,E13D,1
3,,2015-10-30,V,V3,V3,2
6,20.0,2015-11-04,E,E6,E6,2
3,13.0,2015-11-07,E,E3,E3,3
3,46.0,2015-11-07,E,E3,E3,3
10,10.0,2015-11-08,E,E10,E10,3
5,15.0,2015-11-09,E,E5,E5,3
3,12.0,2015-11-11,E,E3,E3,3
3,10.0,2015-11-11,E,E3,E3,3
10,,2015-11-12,V,V10,V10,0
8,12.0,2015-11-13,E,E8,E8,0
10,,2015-11-14,V,V10,V10,0
9,11.0,2015-11-17,E,E9,E9,0
11,14.2,2015-11-18,E,E11,E11,0
6,82.0,2015-11-21,E,E6,E6D,1
1,586.93,2015-11-24,E,E1,E1DD,1
3,605.72,2015-11-24,E,E3,E3DD,1
3,611.71,2015-11-24,E,E3,E3DD,1
6,,2015-11-24,V,V6,V6,1
3,599.35,2015-11-26,E,E3,E3DD,1
3,35.0,2015-11-27,E,E3,E3,1
14,,2015-12-01,V,V14,V14,2
9,,2015-12-02,V,V9,V9,2
2,35.0,2015-12-04,E,E2,E2,2
13,33.0,2015-12-07,E,E13,E13,3
11,10.0,2015-12-09,E,E11,E11,3
6,21.0,2015-12-09,E,E6,E6,3
14,,2015-12-11,V,V14,V14,3
0,85.95,2015-12-17,E,E0,E0D,0
11,10.0,2015-12-19,E,E11,E11,0
6,6.93,2015-12-20,E,E6,E6,1
4,12.28,2015-12-24,E,E4,E4,1
13,206.0,2015-12-25,E,E13,E13D,1
11,10.0,2016-01-01,E,E11,E11,2
6,,2016-01-02,V,V6,V6,2
13,55.0,2016-01-03,E,E13,E13,2
4,10.0,2016-01-05,E,E4,E4,3
3,,2016-01-08,V,V3,V3,3
6,13.0,2016-01-11,E,E6,E6,0
7,238.81,2016-01-11,E,E7,E7D,0
14,,2016-01-12,V,V14,V14,0
3,582.56,2016-01-14,E,E3,E3DD,0
7,46.0,2016-01-14,E,E7,E7,0
0,10.0,2016-01-21,E,E0,E0,1
5,125.6,2016-01-24,E,E5,E5D,1
9,12.0,2016-01-25,E,E9,E9,1
7,163.22,2016-01-30,E,E7,E7D,2
11,10.0,2016-01-31,E,E11,E11,2
11,391.0,2016-02-01,E,E11,E11DD,2
14,,2016-02-02,V,V14,V14,2
8,23.0,2016-02-05,E,E8,E8,3
11,29.0,2016-02-08,E,E11,E11,3
3,29.0,2016-02-10,E,E3,E3,0
6,28.0,2016-02-12,E,E6,E6,0
11,10.0,2016-02-15,E,E11,E11,0
4,13.0,2016-02-16,E,E4,E4,0
6,10.0,2016-02-17,E,E6,E6,1
7,,2016-02-21,V,V7,V7,1
6,,2016-02-22,V,V6,V6,1
11,10.0,2016-02-27,E,E11,E11,2
10,24.0,2016-03-02,E,E10,E10,2
11,,2016-03-03,V,V11,V11,2
11,,2016-03-04,V,V11,V11,3
8,,2016-03-04,V,V8,V8,3
5,19.0,2016-03-12,E,E5,E5,0
14,26.0,2016-03-19,E,E14,E14,1
5,17.0,2016-03-19,E,E5,E5,1
7,30.0,2016-03-20,E,E7,E7,1
5,,2016-03-27,V,V5,V5,2
7,,2016-03-29,V,V7,V7,2
10,,2016-03-31,V,V10,V10,2
11,6.0,2016-04-01,E,E11,E11,2
5,11.4,2016-04-02,E,E5,E5,2
11,,2016-04-02,V,V11,V11,2
11,26.0,2016-04-03,E,E11,E11,3
3,,2016-04-03,V,V3,V3,3
10,29.0,2016-04-06,E,E10,E10,3
11,24.0,2016-04-06,E,E11,E11,3
11,27.59,2016-04-07,E,E11,E11,3
13,212.0,2016-04-10,E,E13,E13D,0
6,17.0,2016-04-13,E,E6,E6,0
8,136.0,2016-04-13,E,E8,E8D,0
11,16.0,2016-04-14,E,E11,E11,0
8,9.0,2016-04-14,E,E8,E8,0
8,8.0,2016-04-14,E,E8,E8,0
14,25.0,2016-04-15,E,E14,E14,0
8,10.0,2016-04-15,E,E8,E8,0
14,21.0,2016-04-16,E,E14,E14,1
5,,2016-04-16,V,V5,V5,1
3,14.0,2016-04-19,E,E3,E3,1
14,14.0,2016-04-20,E,E14,E14,1
14,10.0,2016-04-20,E,E14,E14,1
14,10.0,2016-04-22,E,E14,E14,1
14,,2016-04-22,V,V14,V14,1
3,,2016-04-24,V,V3,V3,2
0,16.0,2016-04-27,E,E0,E0,2
11,,2016-04-27,V,V11,V11,2
11,24.0,2016-04-28,E,E11,E11,2
0,10.0,2016-04-29,E,E0,E0,2
14,29.95,2016-05-18,E,E14,E14,1
14,16.0,2016-05-18,E,E14,E14,1
6,10.0,2016-05-20,E,E6,E6,1
11,567.48,2016-05-27,E,E11,E11DD,2
11,405.58,2016-05-28,E,E11,E11DD,2
3,78.0,2016-05-28,E,E3,E3D,2
8,244.11,2016-05-31,E,E8,E8D,3
10,50.0,2016-06-01,E,E10,E10,3
6,429.62,2016-06-05,E,E6,E6DD,3
11,43.83,2016-06-06,E,E11,E11,0
0,10.0,2016-06-07,E,E0,E0,0
6,30.68,2016-06-07,E,E6,E6,0
6,19.0,2016-06-09,E,E6,E6,0
11,30.4,2016-06-10,E,E11,E11,0
14,10.0,2016-06-10,E,E14,E14,0
11,111.0,2016-06-14,E,E11,E11D,1
11,13.0,2016-06-19,E,E11,E11,1
11,15.0,2016-06-20,E,E11,E11,1
11,365.31,2016-06-21,E,E11,E11DD,1
14,10.0,2016-06-21,E,E14,E14,1
13,15.5,2016-06-26,E,E13,E13,2
