cluster,startdate,type,sequence,phase,month
14,2005-01-28,E,E14,17,1
7,2005-01-29,V,V7,18,1
11,2005-01-30,V,V11,19,1
1,2005-02-02,E,E1,22,2
1,2005-02-05,E,E1,25,2
10,2005-02-05,E,E10,25,2
6,2005-02-05,E,E6,25,2
6,2005-02-06,V,V6,26,2
11,2005-02-07,E,E11,27,2
11,2005-02-08,E,E11,28,2
1,2005-02-09,E,E1,0,2
10,2005-02-09,E,E10,0,2
11,2005-02-10,E,E11,1,2
13,2005-02-14,E,E13,5,2
6,2005-02-15,E,E6,6,2
3,2005-02-16,E,E3,7,2
2,2005-02-17,V,V2,8,2
6,2005-02-19,E,E6,10,2
13,2005-02-22,E,E13,13,2
11,2005-02-23,E,E11,14,2
5,2005-02-23,V,V5,14,2
10,2005-02-26,E,E10,17,2
6,2005-03-02,E,E6,21,3
11,2005-03-02,V,V11,21,3
14,2005-03-04,V,V14,23,3
11,2005-03-06,E,E11,25,3
5,2005-03-06,E,E5,25,3
7,2005-03-12,V,V7,1,3
13,2005-03-13,E,E13,2,3
5,2005-03-13,V,V5,2,3
14,2005-03-17,E,E14,6,3
11,2005-03-19,E,E11,8,3
11,2005-03-19,E,E11,8,3
8,2005-03-20,E,E8,9,3
3,2005-03-21,E,E3,10,3
3,2005-03-21,E,E3,10,3
6,2005-03-26,E,E6,15,3
11,2005-03-27,V,V11,16,3
10,2005-03-28,E,E10,17,3
10,2005-03-28,E,E10,17,3
10,2005-03-30,E,E10,19,3
11,2005-03-30,E,E11,19,3
11,2005-03-31,E,E11,20,3
5,2005-04-02,E,E5,22,4
10,2005-04-03,E,E10,23,4
10,2005-04-03,E,E10,23,4
13,2005-04-07,E,E13,27,4
10,2005-04-08,E,E10,28,4
11,2005-04-08,E,E11,28,4
10,2005-04-10,E,E10,1,4
10,2005-04-10,E,E10,1,4
10,2005-04-10,E,E10,1,4
10,2005-04-11,E,E10,2,4
11,2005-04-11,E,E11,2,4
11,2005-04-11,E,E11,2,4
14,2005-04-11,E,E14,2,4
10,2005-04-12,V,V10,3,4
7,2005-04-12,V,V7,3,4
8,2005-04-14,V,V8,5,4
14,2005-04-15,V,V14,6,4
10,2005-04-16,E,E10,7,4
2,2005-04-16,V,V2,7,4
11,2005-04-19,V,V11,10,4
6,2005-04-19,V,V6,10,4
10,2005-04-28,E,E10,19,4
3,2005-05-04,V,V3,25,5
14,2005-05-05,E,E14,26,5
10,2005-05-10,E,E10,1,5
4,2005-05-12,E,E4,3,5
14,2005-05-13,V,V14,4,5
10,2005-05-14,E,E10,5,5
11,2005-05-16,E,E11,7,5
10,2005-05-18,E,E10,9,5
11,2005-05-18,E,E11,9,5
3,2005-05-18,E,E3,9,5
10,2005-05-19,E,E10,10,5
11,2005-05-20,E,E11,11,5
14,2005-05-21,E,E14,12,5
10,2005-05-26,V,V10,17,5
3,2005-06-02,E,E3,24,6
11,2005-06-04,E,E11,26,6
10,2005-06-08,E,E10,1,6
3,2005-06-12,E,E3,5,6
3,2005-06-13,E,E3,6,6
5,2005-06-14,E,E5,7,6
0,2005-06-15,E,E0,8,6
11,2005-06-15,E,E11,8,6
3,2005-06-15,E,E3,8,6
14,2005-06-16,V,V14,9,6
0,2005-06-17,E,E0,10,6
0,2005-06-27,E,E0,20,6
14,2005-07-02,E,E14,25,7
1,2005-07-02,V,V1,25,7
2,2005-07-04,E,E2,27,7
10,2005-07-05,E,E10,28,7
4,2005-07-10,E,E4,3,7
11,2005-07-11,E,E11,4,7
2,2005-07-12,V,V2,5,7
11,2005-07-23,E,E11,16,7
10,2005-07-24,E,E10,17,7
14,2005-07-28,V,V14,21,7
11,2005-07-30,E,E11,23,7
0,2005-08-01,V,V0,25,8
14,2005-08-03,E,E14,27,8
11,2005-08-06,E,E11,0,8
11,2005-08-07,E,E11,1,8
2,2005-08-07,E,E2,1,8
11,2005-08-09,E,E11,3,8
11,2005-08-09,E,E11,3,8
11,2005-08-11,E,E11,5,8
1,2005-08-13,E,E1,7,8
7,2005-08-16,E,E7,10,8
8,2005-08-17,V,V8,11,8
7,2005-08-24,E,E7,18,8
13,2005-08-26,E,E13,20,8
14,2005-08-27,E,E14,21,8
7,2005-08-30,E,E7,24,8
6,2005-09-04,E,E6,0,9
4,2005-09-05,E,E4,1,9
5,2005-09-07,V,V5,3,9
11,2005-09-09,E,E11,5,9
7,2005-09-21,E,E7,17,9
11,2005-09-25,E,E11,21,9
14,2005-09-26,E,E14,22,9
13,2005-09-26,V,V13,22,9
11,2005-09-29,E,E11,25,9
11,2005-09-29,E,E11,25,9
3,2005-10-02,V,V3,28,10
2,2005-10-04,V,V2,0,10
13,2005-10-08,E,E13,4,10
13,2005-10-08,E,E13,4,10
7,2005-10-15,E,E7,11,10
8,2005-10-15,E,E8,11,10
11,2005-10-16,V,V11,12,10
7,2005-10-19,E,E7,15,10
14,2005-10-22,V,V14,18,10
11,2005-10-27,V,V11,23,10
2,2005-10-29,E,E2,25,10
11,2005-11-05,E,E11,2,11
14,2005-11-13,V,V14,10,11
7,2005-11-14,E,E7,11,11
3,2005-11-17,E,E3,14,11
10,2005-11-19,E,E10,16,11
5,2005-11-20,E,E5,17,11
8,2005-11-21,E,E8,18,11
11,2005-11-22,E,E11,19,11
14,2005-11-24,V,V14,21,11
2,2005-11-24,V,V2,21,11
11,2005-11-27,V,V11,24,11
1,2005-11-28,E,E1,25,11
7,2005-11-29,V,V7,26,11
6,2005-11-30,E,E6,27,11
7,2005-12-02,E,E7,0,12
2,2005-12-05,E,E2,3,12
11,2005-12-07,E,E11,5,12
11,2005-12-08,E,E11,6,12
5,2005-12-09,V,V5,7,12
11,2005-12-11,E,E11,9,12
13,2005-12-12,E,E13,10,12
11,2005-12-13,E,E11,11,12
7,2005-12-16,E,E7,14,12
9,2005-12-16,V,V9,14,12
1,2005-12-20,E,E1,18,12
14,2005-12-21,E,E14,19,12
6,2005-12-21,E,E6,19,12
4,2005-12-22,E,E4,20,12
6,2005-12-22,V,V6,20,12
14,2005-12-23,E,E14,21,12
6,2005-12-26,V,V6,24,12
14,2005-12-30,E,E14,28,12
11,2006-01-02,E,E11,1,1
3,2006-01-02,E,E3,1,1
0,2006-01-04,E,E0,3,1
14,2006-01-06,E,E14,5,1
9,2006-01-08,E,E9,7,1
6,2006-01-15,E,E6,14,1
11,2006-01-23,E,E11,22,1
14,2006-01-23,E,E14,22,1
6,2006-01-27,E,E6,26,1
11,2006-02-01,V,V11,2,2
11,2006-02-02,E,E11,3,2
10,2006-02-03,E,E10,4,2
5,2006-02-06,V,V5,7,2
1,2006-02-14,E,E1,15,2
7,2006-02-17,V,V7,18,2
11,2006-02-18,E,E11,19,2
8,2006-02-21,V,V8,22,2
2,2006-02-22,E,E2,23,2
2,2006-02-23,E,E2,24,2
11,2006-02-24,E,E11,25,2
11,2006-02-26,E,E11,27,2
11,2006-02-26,E,E11,27,2
13,2006-02-28,E,E13,29,2
10,2006-03-01,V,V10,0,3
11,2006-03-01,V,V11,0,3
3,2006-03-03,E,E3,2,3
5,2006-03-03,V,V5,2,3
11,2006-03-05,E,E11,4,3
2,2006-03-06,E,E2,5,3
11,2006-03-07,E,E11,6,3
14,2006-03-09,E,E14,8,3
3,2006-03-10,E,E3,9,3
2,2006-03-11,V,V2,10,3
6,2006-03-14,E,E6,13,3
11,2006-03-17,V,V11,16,3
1,2006-03-20,V,V1,19,3
6,2006-03-21,V,V6,20,3
7,2006-03-21,V,V7,20,3
11,2006-03-24,E,E11,23,3
6,2006-03-24,E,E6,23,3
14,2006-03-24,V,V14,23,3
3,2006-03-25,V,V3,24,3
11,2006-03-31,E,E11,1,3
13,2006-03-31,E,E13,1,3
6,2006-03-31,E,E6,1,3
8,2006-04-01,E,E8,2,4
7,2006-04-01,V,V7,2,4
0,2006-04-04,E,E0,5,4
11,2006-04-07,E,E11,8,4
7,2006-04-12,E,E7,13,4
3,2006-04-15,E,E3,16,4
11,2006-04-17,E,E11,18,4
3,2006-04-18,V,V3,19,4
10,2006-04-19,E,E10,20,4
5,2006-04-20,E,E5,21,4
5,2006-04-20,E,E5,21,4
5,2006-04-21,E,E5,22,4
5,2006-04-21,E,E5,22,4
10,2006-04-25,E,E10,26,4
11,2006-04-26,E,E11,27,4
5,2006-04-29,E,E5,1,4
11,2006-04-30,E,E11,2,4
11,2006-04-30,E,E11,2,4
3,2006-04-30,E,E3,2,4
3,2006-04-30,E,E3,2,4
11,2006-05-03,E,E11,5,5
11,2006-05-04,E,E11,6,5
2,2006-05-06,E,E2,8,5
2,2006-05-07,E,E2,9,5
5,2006-05-10,E,E5,12,5
10,2006-05-16,E,E10,18,5
11,2006-05-16,E,E11,18,5
11,2006-05-17,E,E11,19,5
6,2006-05-19,E,E6,21,5
14,2006-05-21,E,E14,23,5
5,2006-05-22,E,E5,24,5
6,2006-05-22,E,E6,24,5
7,2006-05-22,E,E7,24,5
10,2006-05-26,E,E10,28,5
11,2006-05-28,E,E11,0,5
2,2006-05-28,V,V2,0,5
11,2006-06-02,E,E11,5,6
6,2006-06-03,V,V6,6,6
14,2006-06-05,E,E14,8,6
11,2006-06-09,E,E11,12,6
3,2006-06-09,V,V3,12,6
8,2006-06-11,E,E8,14,6
5,2006-06-14,E,E5,17,6
5,2006-06-14,E,E5,17,6
14,2006-06-18,E,E14,21,6
10,2006-06-21,E,E10,24,6
7,2006-06-22,E,E7,25,6
6,2006-06-24,E,E6,27,6
10,2006-06-27,E,E10,1,6
11,2006-06-27,E,E11,1,6
5,2006-06-27,E,E5,1,6
6,2006-07-03,V,V6,7,7
11,2006-07-07,E,E11,11,7
5,2006-07-08,E,E5,12,7
8,2006-07-13,V,V8,17,7
9,2006-07-14,V,V9,18,7
3,2006-07-16,E,E3,20,7
10,2006-07-17,E,E10,21,7
10,2006-07-17,E,E10,21,7
10,2006-07-17,E,E10,21,7
10,2006-07-19,E,E10,23,7
11,2006-07-19,E,E11,23,7
2,2006-07-20,V,V2,24,7
6,2006-07-23,E,E6,27,7
10,2006-07-27,E,E10,1,7
14,2006-08-04,V,V14,9,8
14,2006-08-04,V,V14,9,8
11,2006-08-07,E,E11,12,8
11,2006-08-07,V,V11,12,8
11,2006-08-09,V,V11,14,8
0,2006-08-11,E,E0,16,8
10,2006-08-11,E,E10,16,8
11,2006-08-11,V,V11,16,8
11,2006-08-15,E,E11,20,8
3,2006-08-20,E,E3,25,8
7,2006-08-20,E,E7,25,8
7,2006-08-23,V,V7,28,8
7,2006-08-24,E,E7,0,8
3,2006-08-25,E,E3,1,8
11,2006-09-01,E,E11,8,9
14,2006-09-01,V,V14,8,9
6,2006-09-09,E,E6,16,9
10,2006-09-10,V,V10,17,9
3,2006-09-12,E,E3,19,9
6,2006-09-16,E,E6,23,9
3,2006-09-17,E,E3,24,9
5,2006-09-17,V,V5,24,9
10,2006-09-21,E,E10,28,9
3,2006-09-22,E,E3,29,9
10,2006-09-25,V,V10,2,9
14,2006-09-25,V,V14,2,9
11,2006-09-28,E,E11,5,9
14,2006-09-29,E,E14,6,9
3,2006-09-30,E,E3,7,9
7,2006-09-30,E,E7,7,9
7,2006-09-30,E,E7,7,9
7,2006-10-01,E,E7,8,10
11,2006-10-03,E,E11,10,10
11,2006-10-04,V,V11,11,10
8,2006-10-09,E,E8,16,10
4,2006-10-10,E,E4,17,10
7,2006-10-10,E,E7,17,10
6,2006-10-10,V,V6,17,10
3,2006-10-12,E,E3,19,10
5,2006-10-15,E,E5,22,10
5,2006-10-15,E,E5,22,10
11,2006-10-17,E,E11,24,10
11,2006-10-17,V,V11,24,10
11,2006-10-18,E,E11,25,10
3,2006-10-20,E,E3,27,10
2,2006-10-22,E,E2,29,10
7,2006-10-23,E,E7,0,10
6,2006-10-24,E,E6,1,10
3,2006-10-26,E,E3,3,10
11,2006-11-06,E,E11,14,11
11,2006-11-07,E,E11,15,11
11,2006-11-08,V,V11,16,11
11,2006-11-12,E,E11,20,11
11,2006-11-13,E,E11,21,11
3,2006-11-13,E,E3,21,11
6,2006-11-14,E,E6,22,11
7,2006-11-15,E,E7,23,11
7,2006-11-15,E,E7,23,11
7,2006-11-15,E,E7,23,11
7,2006-11-15,E,E7,23,11
7,2006-11-15,E,E7,23,11
7,2006-11-15,E,E7,23,11
7,2006-11-15,E,E7,23,11
11,2006-11-16,E,E11,24,11
7,2006-11-16,E,E7,24,11
8,2006-11-17,E,E8,25,11
4,2006-11-19,E,E4,27,11
5,2006-11-25,V,V5,4,11
9,2006-11-27,V,V9,6,11
6,2006-11-29,E,E6,8,11
11,2006-11-30,E,E11,9,11
4,2006-11-30,E,E4,9,11
10,2006-12-01,E,E10,10,12
6,2006-12-01,E,E6,10,12
14,2006-12-03,E,E14,12,12
1,2006-12-04,V,V1,13,12
7,2006-12-07,E,E7,16,12
14,2006-12-11,V,V14,20,12
6,2006-12-12,E,E6,21,12
11,2006-12-12,V,V11,21,12
6,2006-12-14,V,V6,23,12
10,2006-12-22,E,E10,1,12
7,2006-12-26,E,E7,5,12
8,2006-12-26,E,E8,5,12
8,2006-12-26,E,E8,5,12
11,2006-12-27,E,E11,6,12
13,2006-12-30,E,E13,9,12
10,2007-01-08,E,E10,18,1
11,2007-01-08,E,E11,18,1
13,2007-01-08,E,E13,18,1
6,2007-01-11,E,E6,21,1
2,2007-01-12,V,V2,22,1
7,2007-01-13,E,E7,23,1
7,2007-01-13,E,E7,23,1
13,2007-01-17,E,E13,27,1
6,2007-01-17,E,E6,27,1
6,2007-01-17,V,V6,27,1
3,2007-01-20,E,E3,0,1
6,2007-01-21,E,E6,1,1
6,2007-01-21,E,E6,1,1
8,2007-01-25,E,E8,5,1
1,2007-01-30,E,E1,10,1
11,2007-01-30,E,E11,10,1
11,2007-01-31,E,E11,11,1
14,2007-02-04,E,E14,15,2
4,2007-02-04,E,E4,15,2
14,2007-02-09,V,V14,20,2
6,2007-02-12,E,E6,23,2
9,2007-02-12,E,E9,23,2
7,2007-02-15,V,V7,26,2
7,2007-02-17,E,E7,28,2
14,2007-02-19,V,V14,1,2
6,2007-02-20,E,E6,2,2
6,2007-02-20,E,E6,2,2
14,2007-02-24,E,E14,6,2
3,2007-02-28,E,E3,10,2
14,2007-03-01,E,E14,11,3
7,2007-03-04,V,V7,14,3
10,2007-03-06,E,E10,16,3
10,2007-03-06,E,E10,16,3
3,2007-03-08,E,E3,18,3
7,2007-03-08,E,E7,18,3
7,2007-03-09,E,E7,19,3
0,2007-03-13,E,E0,23,3
14,2007-03-15,V,V14,25,3
14,2007-03-17,E,E14,27,3
6,2007-03-17,E,E6,27,3
14,2007-03-18,E,E14,28,3
10,2007-03-19,V,V10,29,3
9,2007-03-19,V,V9,29,3
7,2007-03-24,V,V7,4,3
11,2007-03-25,E,E11,5,3
11,2007-03-25,E,E11,5,3
7,2007-03-25,E,E7,5,3
4,2007-03-31,E,E4,11,3
11,2007-04-01,E,E11,12,4
11,2007-04-01,E,E11,12,4
11,2007-04-01,E,E11,12,4
11,2007-04-01,E,E11,12,4
11,2007-04-01,E,E11,12,4
11,2007-04-02,E,E11,13,4
11,2007-04-02,E,E11,13,4
11,2007-04-02,E,E11,13,4
3,2007-04-02,E,E3,13,4
11,2007-04-02,V,V11,13,4
11,2007-04-03,E,E11,14,4
11,2007-04-03,E,E11,14,4
13,2007-04-03,E,E13,14,4
11,2007-04-04,E,E11,15,4
11,2007-04-04,E,E11,15,4
11,2007-04-04,E,E11,15,4
11,2007-04-04,E,E11,15,4
9,2007-04-05,E,E9,16,4
10,2007-04-07,E,E10,18,4
9,2007-04-07,E,E9,18,4
11,2007-04-12,E,E11,23,4
0,2007-04-13,E,E0,24,4
4,2007-04-13,E,E4,24,4
11,2007-04-16,E,E11,27,4
8,2007-04-20,E,E8,2,4
8,2007-04-20,E,E8,2,4
8,2007-04-20,E,E8,2,4
11,2007-04-21,E,E11,3,4
11,2007-04-21,E,E11,3,4
3,2007-04-21,E,E3,3,4
11,2007-04-21,V,V11,3,4
11,2007-04-25,E,E11,7,4
3,2007-04-28,E,E3,10,4
5,2007-04-29,E,E5,11,4
11,2007-05-01,V,V11,13,5
9,2007-05-04,E,E9,16,5
13,2007-05-05,E,E13,17,5
11,2007-05-06,E,E11,18,5
11,2007-05-06,E,E11,18,5
3,2007-05-07,E,E3,19,5
7,2007-05-10,V,V7,22,5
8,2007-05-16,E,E8,28,5
11,2007-05-17,E,E11,0,5
11,2007-05-19,V,V11,2,5
3,2007-05-26,V,V3,9,5
11,2007-05-29,E,E11,12,5
6,2007-05-29,E,E6,12,5
7,2007-05-30,E,E7,13,5
2,2007-06-01,V,V2,15,6
6,2007-06-01,V,V6,15,6
8,2007-06-02,E,E8,16,6
11,2007-06-07,E,E11,21,6
14,2007-06-13,E,E14,27,6
5,2007-06-17,V,V5,1,6
11,2007-06-18,E,E11,2,6
3,2007-06-24,E,E3,8,6
10,2007-06-26,E,E10,10,6
11,2007-06-28,E,E11,12,6
14,2007-07-03,E,E14,17,7
0,2007-07-06,E,E0,20,7
6,2007-07-08,V,V6,22,7
14,2007-07-12,E,E14,26,7
5,2007-07-13,E,E5,27,7
11,2007-07-15,E,E11,0,7
5,2007-07-15,E,E5,0,7
7,2007-07-16,E,E7,1,7
7,2007-07-16,E,E7,1,7
11,2007-07-17,E,E11,2,7
11,2007-07-18,E,E11,3,7
14,2007-07-21,E,E14,6,7
3,2007-07-21,E,E3,6,7
10,2007-07-25,E,E10,10,7
6,2007-07-26,E,E6,11,7
6,2007-07-26,V,V6,11,7
11,2007-07-27,E,E11,12,7
9,2007-07-31,E,E9,16,7
11,2007-08-01,E,E11,17,8
5,2007-08-02,E,E5,18,8
7,2007-08-02,E,E7,18,8
4,2007-08-04,E,E4,20,8
11,2007-08-05,E,E11,21,8
8,2007-08-07,E,E8,23,8
10,2007-08-08,E,E10,24,8
10,2007-08-08,E,E10,24,8
11,2007-08-12,E,E11,28,8
13,2007-08-12,V,V13,28,8
11,2007-08-13,E,E11,0,8
3,2007-08-15,E,E3,2,8
5,2007-08-15,E,E5,2,8
5,2007-08-15,V,V5,2,8
11,2007-08-16,E,E11,3,8
3,2007-08-16,E,E3,3,8
3,2007-08-16,E,E3,3,8
6,2007-08-17,E,E6,4,8
3,2007-08-18,E,E3,5,8
7,2007-08-19,V,V7,6,8
14,2007-08-20,E,E14,7,8
6,2007-08-20,E,E6,7,8
11,2007-08-26,E,E11,13,8
11,2007-08-28,V,V11,15,8
0,2007-09-01,E,E0,19,9
11,2007-09-02,E,E11,20,9
11,2007-09-02,E,E11,20,9
7,2007-09-03,E,E7,21,9
8,2007-09-06,E,E8,24,9
10,2007-09-09,V,V10,27,9
14,2007-09-10,E,E14,28,9
10,2007-09-12,E,E10,0,9
10,2007-09-12,E,E10,0,9
10,2007-09-13,E,E10,1,9
10,2007-09-13,E,E10,1,9
10,2007-09-13,E,E10,1,9
4,2007-09-13,E,E4,1,9
6,2007-09-13,E,E6,1,9
10,2007-09-14,E,E10,2,9
10,2007-09-19,E,E10,7,9
10,2007-09-20,E,E10,8,9
11,2007-09-25,E,E11,13,9
11,2007-09-25,V,V11,13,9
10,2007-09-26,E,E10,14,9
11,2007-09-26,E,E11,14,9
11,2007-09-27,E,E11,15,9
1,2007-09-28,E,E1,16,9
11,2007-09-28,E,E11,16,9
11,2007-09-28,E,E11,16,9
10,2007-09-29,E,E10,17,9
1,2007-09-30,E,E1,18,9
11,2007-09-30,E,E11,18,9
11,2007-09-30,E,E11,18,9
13,2007-09-30,V,V13,18,9
10,2007-10-01,V,V10,19,10
5,2007-10-02,E,E5,20,10
10,2007-10-04,E,E10,22,10
14,2007-10-04,V,V14,22,10
11,2007-10-05,E,E11,23,10
1,2007-10-06,E,E1,24,10
11,2007-10-09,E,E11,27,10
11,2007-10-13,E,E11,1,10
11,2007-10-15,E,E11,3,10
11,2007-10-15,E,E11,3,10
11,2007-10-16,E,E11,4,10
11,2007-10-21,E,E11,9,10
10,2007-10-23,V,V10,11,10
10,2007-10-24,E,E10,12,10
7,2007-10-25,E,E7,13,10
14,2007-10-28,V,V14,16,10
1,2007-10-31,E,E1,19,10
5,2007-10-31,E,E5,19,10
4,2007-11-02,E,E4,21,11
14,2007-11-08,V,V14,27,11
11,2007-11-10,E,E11,0,11
3,2007-11-14,E,E3,4,11
3,2007-11-15,E,E3,5,11
3,2007-11-15,E,E3,5,11
14,2007-11-16,E,E14,6,11
3,2007-11-18,E,E3,8,11
11,2007-11-19,E,E11,9,11
11,2007-11-19,E,E11,9,11
11,2007-11-20,E,E11,10,11
3,2007-11-20,E,E3,10,11
11,2007-11-22,E,E11,12,11
14,2007-11-24,V,V14,14,11
10,2007-11-25,E,E10,15,11
6,2007-11-25,E,E6,15,11
6,2007-11-25,E,E6,15,11
11,2007-11-27,E,E11,17,11
1,2007-11-27,V,V1,17,11
10,2007-11-27,V,V10,17,11
14,2007-11-29,E,E14,19,11
4,2007-11-29,E,E4,19,11
11,2007-12-09,E,E11,29,12
11,2007-12-13,E,E11,3,12
3,2007-12-13,E,E3,3,12
3,2007-12-13,E,E3,3,12
6,2007-12-15,E,E6,5,12
6,2007-12-15,E,E6,5,12
3,2007-12-16,E,E3,6,12
5,2007-12-19,E,E5,9,12
11,2007-12-20,E,E11,10,12
5,2007-12-21,E,E5,11,12
10,2007-12-22,E,E10,12,12
6,2007-12-22,E,E6,12,12
7,2007-12-25,E,E7,15,12
5,2007-12-26,E,E5,16,12
11,2008-01-01,E,E11,22,1
11,2008-01-01,V,V11,22,1
3,2008-01-01,V,V3,22,1
14,2008-01-02,V,V14,23,1
10,2008-01-04,E,E10,25,1
5,2008-01-05,E,E5,26,1
5,2008-01-05,E,E5,26,1
9,2008-01-06,E,E9,27,1
7,2008-01-07,V,V7,28,1
3,2008-01-08,V,V3,29,1
13,2008-01-09,E,E13,0,1
5,2008-01-09,E,E5,0,1
5,2008-01-10,E,E5,1,1
14,2008-01-13,V,V14,4,1
11,2008-01-15,E,E11,6,1
6,2008-01-20,E,E6,11,1
10,2008-01-22,E,E10,13,1
11,2008-01-22,E,E11,13,1
11,2008-01-22,E,E11,13,1
6,2008-01-30,E,E6,21,1
11,2008-02-01,E,E11,23,2
3,2008-02-04,E,E3,26,2
14,2008-02-08,E,E14,0,2
11,2008-02-08,V,V11,0,2
6,2008-02-09,E,E6,1,2
3,2008-02-10,E,E3,2,2
0,2008-02-12,E,E0,4,2
6,2008-02-13,E,E6,5,2
9,2008-02-14,E,E9,6,2
9,2008-02-14,E,E9,6,2
3,2008-02-16,E,E3,8,2
8,2008-02-17,V,V8,9,2
10,2008-02-20,E,E10,12,2
9,2008-02-20,E,E9,12,2
0,2008-02-21,E,E0,13,2
9,2008-02-21,E,E9,13,2
5,2008-02-22,V,V5,14,2
3,2008-02-23,E,E3,15,2
10,2008-02-24,E,E10,16,2
10,2008-02-25,E,E10,17,2
10,2008-02-25,E,E10,17,2
10,2008-02-25,E,E10,17,2
1,2008-02-27,E,E1,19,2
10,2008-03-03,E,E10,24,3
7,2008-03-03,E,E7,24,3
8,2008-03-03,E,E8,24,3
8,2008-03-03,E,E8,24,3
11,2008-03-11,V,V11,3,3
11,2008-03-12,E,E11,4,3
11,2008-03-12,E,E11,4,3
2,2008-03-13,E,E2,5,3
1,2008-03-14,E,E1,6,3
10,2008-03-15,E,E10,7,3
11,2008-03-18,E,E11,10,3
13,2008-03-20,E,E13,12,3
6,2008-03-20,E,E6,12,3
5,2008-03-22,E,E5,14,3
3,2008-03-24,E,E3,16,3
10,2008-03-24,V,V10,16,3
10,2008-03-29,E,E10,21,3
6,2008-04-05,V,V6,28,4
11,2008-04-09,E,E11,2,4
11,2008-04-09,E,E11,2,4
11,2008-04-09,E,E11,2,4
11,2008-04-09,E,E11,2,4
11,2008-04-11,E,E11,4,4
11,2008-04-12,E,E11,5,4
3,2008-04-14,E,E3,7,4
14,2008-04-15,E,E14,8,4
5,2008-04-15,E,E5,8,4
6,2008-04-15,V,V6,8,4
11,2008-04-16,E,E11,9,4
5,2008-04-16,E,E5,9,4
11,2008-04-18,E,E11,11,4
11,2008-04-19,E,E11,12,4
6,2008-04-19,E,E6,12,4
6,2008-04-19,E,E6,12,4
8,2008-04-23,E,E8,16,4
9,2008-04-24,E,E9,17,4
11,2008-04-26,E,E11,19,4
11,2008-04-28,E,E11,21,4
11,2008-04-28,E,E11,21,4
3,2008-04-28,E,E3,21,4
14,2008-04-29,V,V14,22,4
5,2008-05-02,E,E5,25,5
3,2008-05-02,V,V3,25,5
7,2008-05-07,E,E7,1,5
7,2008-05-07,E,E7,1,5
7,2008-05-07,E,E7,1,5
7,2008-05-08,V,V7,2,5
1,2008-05-09,E,E1,3,5
8,2008-05-12,E,E8,6,5
8,2008-05-12,E,E8,6,5
10,2008-05-13,V,V10,7,5
9,2008-05-13,V,V9,7,5
10,2008-05-19,E,E10,13,5
5,2008-05-20,E,E5,14,5
14,2008-05-23,E,E14,17,5
11,2008-05-23,V,V11,17,5
5,2008-05-25,E,E5,19,5
8,2008-05-25,E,E8,19,5
9,2008-05-29,E,E9,23,5
14,2008-05-29,V,V14,23,5
2,2008-05-31,E,E2,25,5
11,2008-06-01,E,E11,26,6
8,2008-06-01,E,E8,26,6
11,2008-06-03,E,E11,28,6
6,2008-06-03,E,E6,28,6
4,2008-06-05,E,E4,1,6
6,2008-06-06,E,E6,2,6
6,2008-06-06,V,V6,2,6
9,2008-06-08,E,E9,4,6
6,2008-06-12,V,V6,8,6
7,2008-06-13,E,E7,9,6
4,2008-06-15,E,E4,11,6
7,2008-06-22,E,E7,18,6
14,2008-06-22,V,V14,18,6
11,2008-06-26,E,E11,22,6
10,2008-06-27,E,E10,23,6
10,2008-06-28,E,E10,24,6
7,2008-06-29,E,E7,25,6
3,2008-06-30,E,E3,26,6
11,2008-07-03,E,E11,29,7
7,2008-07-05,E,E7,1,7
14,2008-07-05,V,V14,1,7
3,2008-07-08,E,E3,4,7
8,2008-07-08,E,E8,4,7
7,2008-07-11,V,V7,7,7
5,2008-07-12,V,V5,8,7
8,2008-07-13,E,E8,9,7
11,2008-07-13,V,V11,9,7
9,2008-07-15,E,E9,11,7
11,2008-07-19,E,E11,15,7
11,2008-07-19,E,E11,15,7
11,2008-07-19,E,E11,15,7
7,2008-07-19,E,E7,15,7
7,2008-07-21,E,E7,17,7
7,2008-07-23,E,E7,19,7
7,2008-07-24,E,E7,20,7
14,2008-07-27,V,V14,23,7
11,2008-07-28,E,E11,24,7
7,2008-07-29,V,V7,25,7
14,2008-07-30,V,V14,26,7
6,2008-08-04,E,E6,2,8
8,2008-08-05,E,E8,3,8
5,2008-08-07,V,V5,5,8
11,2008-08-09,E,E11,7,8
11,2008-08-09,E,E11,7,8
10,2008-08-10,E,E10,8,8
7,2008-08-10,V,V7,8,8
8,2008-08-10,V,V8,8,8
9,2008-08-11,E,E9,9,8
8,2008-08-15,E,E8,13,8
11,2008-08-19,E,E11,17,8
8,2008-08-21,E,E8,19,8
2,2008-08-22,E,E2,20,8
8,2008-08-22,V,V8,20,8
13,2008-08-25,E,E13,23,8
14,2008-08-26,E,E14,24,8
8,2008-08-27,E,E8,25,8
9,2008-08-28,E,E9,26,8
11,2008-08-30,E,E11,28,8
8,2008-08-30,E,E8,28,8
11,2008-09-01,E,E11,1,9
3,2008-09-03,E,E3,3,9
11,2008-09-08,E,E11,8,9
11,2008-09-08,E,E11,8,9
13,2008-09-10,E,E13,10,9
14,2008-09-10,E,E14,10,9
6,2008-09-11,E,E6,11,9
7,2008-09-11,E,E7,11,9
4,2008-09-18,E,E4,18,9
11,2008-09-19,V,V11,19,9
2,2008-09-21,V,V2,21,9
0,2008-09-24,E,E0,24,9
13,2008-09-25,E,E13,25,9
11,2008-09-29,E,E11,29,9
